Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194806,  -3.67,  -1.63, -99.99,  -5.57,  -1.76,  -8.39, -12.26,  -2.42,  -1.84,  -3.10, -99.99,   3.12,  -3.05,  -0.06,  -1.44,  -4.45,  -4.70,  13.39,  -0.27, -99.99,  -2.00,  -1.36,   0.34,  -4.91,  -3.77, -99.99, -99.99,  -1.00,  -0.10,   3.20,   2.08,  -0.96,  -2.57,   2.02,  -2.41, -99.99,  -7.14,  -4.02,  -0.05,  -4.41,   0.10,   0.76,  -1.83,  -4.26,   1.99,  -8.22, -10.90,  -1.34,   0.61
194807,  -0.70,  -3.83, -99.99,  -4.99,   4.01, -10.12,  -7.39,  -2.08,  -2.47,  -1.43, -99.99,  -7.77,  -4.16,  -5.80,  -8.70,  -3.01,  -6.51,  -9.50,  -3.92, -99.99,  -7.37,  -7.39,  -4.64,   1.70,  -5.36, -99.99, -99.99,  -3.26,  -3.02,  -7.36,  -4.60,  -1.65,  -5.35,  -7.99,  -5.77, -99.99,  -7.47,  -4.34,  -5.66,  -4.62,  -4.76,  -6.11,  -8.10,  -4.29,  -5.10,  -5.78,  -8.34,  -6.46,  -2.62
194808,   1.86,  -1.01, -99.99,  -0.48,   1.21,   3.53,   5.65,  -1.16,  -0.64,  -2.37, -99.99,  -2.27,  -2.44,  -0.85,  -0.64,  -2.64,   0.96,   4.16,   0.39, -99.99,  -2.26,   1.03,  -0.22,  -1.98,   0.41, -99.99, -99.99,  -1.45,  -0.87,  -2.77,  -0.31,   0.03,  -0.67,   1.94,   5.64, -99.99,   8.46,   5.82,   0.18,  -0.41,   1.73,  -4.53,   2.41,  -1.88,  -2.78,   1.45,   0.32,  -0.85,   2.08
194809,  -6.74,  -5.03, -99.99,  -1.23,  -3.33,  -9.93,  -9.10,  -9.25,  -3.81,  -2.43, -99.99,   4.63,  -4.22,  -2.38,  -6.51,  -5.88,  -4.75,  -5.75,  -2.65, -99.99,  -5.11,  -3.20,  -3.77,  -1.69,  -3.93, -99.99, -99.99,  -2.92,  -6.55,  -4.62,  -1.36,  -1.67,  -6.32,  -4.78,  -6.00, -99.99,  -6.48,  -3.94,  -6.71,  -4.37,  -4.45,  -3.32,  -1.20,  -3.12,  -1.91,   6.65,   0.00,  -5.06,  -3.00
194810,   7.16,   3.07, -99.99,   3.83,   3.09,   6.94,   1.97,  -0.39,   3.15,   1.53, -99.99,  12.61,   4.12,   7.07,   0.89,   1.23,   7.39,  14.32,   8.37, -99.99,   5.80,   7.75,   7.72,   3.29,   0.73, -99.99, -99.99,   4.38,   7.36,   8.78,   3.54,   1.11,   4.18,   1.70,   5.75, -99.99,   5.48,   4.24,   5.94,   4.96,   4.41,   3.56,   3.96,   2.22,   3.79,   5.62,   2.65,   8.49,   3.18
194811,  -5.57,  -7.10, -99.99,  -8.55,  -4.11, -15.38,  -3.46, -15.73,  -6.34,  -7.26, -99.99, -10.18,  -6.32,  -9.43, -12.60, -11.33,  -9.52, -21.63, -14.40, -99.99, -12.13, -12.15, -14.35, -15.94, -16.28, -99.99, -99.99,  -8.25,  -6.08, -13.09,  -9.53,  -2.08,  -5.83,  -7.68,  -8.15, -99.99,  -9.91,  -0.64, -13.02, -11.74, -13.63,  -6.67,  -7.24,  -6.99,  -6.11,  -4.25,  -6.09, -14.34, -10.03
194812,  -0.49,   0.49, -99.99,   0.78,   0.55,  -1.38,   4.44,  -3.75,  -1.00,  -1.32, -99.99,   5.71,   3.80,   6.74,  -1.81,  -2.62,   0.78,   2.83,   1.16, -99.99,   1.18,   5.44,   3.42,   2.41,   0.23, -99.99, -99.99,  -1.56,  -3.32,   4.27,   2.17,  -0.39,  -2.26,  -3.33,   3.24, -99.99,   2.97,   5.87,   3.61,   4.18,   0.89,   0.47,   0.71,   0.93,   5.44,   6.76,   0.64,   2.52,  -2.08
194901,   1.74,   3.33, -99.99,   0.99,   4.39,   3.85,   1.49,  -0.06,  -0.56,   4.06, -99.99,  -0.43,   4.83,  -0.29,   6.40,   1.98,   0.60,  -0.44,   0.79, -99.99,  -1.77,  -3.04,   2.60,   1.99,   0.78, -99.99, -99.99,   1.63,  -4.73,  -3.96,   4.31,  -1.26,   3.68,   6.33,   2.86, -99.99,   1.00,  -0.41,  -4.27,   0.57,   0.06,   2.61,   0.82,  -1.68,   1.11,  -4.89,  -5.16,  -1.96,   1.87
194902,  -0.52,  -3.11, -99.99,  -2.38,  -0.71,  -5.86,   2.05, -10.92,  -8.81,  -5.13, -99.99,  -0.08,  -1.63,  -3.08,  -1.72,  -3.02,  -3.29,  -4.09,  -7.26, -99.99,  -4.23,  -6.00,  -5.22,   0.04,  -6.40, -99.99, -99.99,  -0.40,  -8.64,  -4.81,   0.28,  -0.31,  -6.91,  -4.91,  -4.38, -99.99,  -1.11,   0.73,  -5.80,  -0.98,  -6.37,  -4.33,  -3.11,   0.60,  -1.80,   1.48,  -0.51,  -1.51,  -3.62
194903,  -0.28,   4.15, -99.99,   5.74,   0.57,   4.13,   1.61,  12.06,   8.83,   2.89, -99.99,   3.74,   5.26,   2.58,   5.71,  -2.87,   3.52,  10.13,   0.82, -99.99,   4.99,   4.73,   3.23,   6.12,   6.43, -99.99, -99.99,   3.88,   2.66,   5.76,   3.09,  -0.15,   1.72,   4.95,   4.23, -99.99,   5.60,   6.46,   1.96,   2.90,   3.20,   2.39,   4.08,   1.88,   6.06,   1.58,  10.43,   8.52,   3.29
194904,  -5.37,  -1.75, -99.99,  -3.39,  -0.13,  -0.76,  -0.02,   0.50,  -2.03,  -2.66, -99.99,   3.05,  -0.32,  -2.45,  -5.38,  -4.33,  -4.13,   1.79,  -4.98, -99.99,  -4.06,  -4.19,  -4.09,  -6.22,  -3.60, -99.99, -99.99,   1.09,  -8.20,   0.79,   0.85,  -1.64,   2.50,   0.81,  -0.94, -99.99,  -0.36,  -6.09,  -9.54,  -3.57,  -3.00,  -2.35,  -1.98,   0.15,   0.78,  -0.78,  -1.62,  -1.23,  -8.35
194905,  -6.17,  -1.13, -99.99,  -1.71,   2.17,  -4.99,  -2.64,  -4.45,  -0.76,  -1.64, -99.99,  -7.43,  -1.86,  -1.63,  -5.53,  -2.43,  -3.63,  -8.68,  -8.04, -99.99,  -3.78,  -6.10,  -4.80,  -6.32,  -9.66, -99.99, -99.99,  -2.73,  -2.47,  -6.25,  -1.05,  -2.19,  -2.54,  -1.77,  -0.07, -99.99,  -7.09,  -9.70,  -5.53,  -4.12,  -4.17,  -5.85,  -0.12,  -1.07,   0.72,  -2.31,  -1.18,  -5.66,  -1.30
194906,   5.18,  -0.91, -99.99,   3.28,  -0.21,  -7.14,  -0.55,  -0.41,  -2.28,   2.31, -99.99,  -3.58,   2.27,   0.08,  -2.60,   4.28,   0.39,   4.97,  -1.74, -99.99,   2.18,  -0.89,   0.71,  -1.86,   0.06, -99.99, -99.99,  -2.53,  -1.24,  -1.69,  -1.54,  -0.46,   2.19,  -1.30,  -3.23, -99.99,   1.03,   2.04,  -4.35,  -0.59,  -2.74,   1.91,   2.49,  -0.35,  -1.82,  -2.38,  -2.71,  -1.78,  -1.21
194907,   3.41,   5.30, -99.99,   5.82,   2.80,   5.22,   0.66,   5.40,   8.14,   3.60, -99.99,  12.69,   5.09,   4.55,   5.20,   5.32,   7.05,   7.58,   7.83, -99.99,   4.99,   7.04,   9.12,   2.50,   4.69, -99.99, -99.99,   3.30,   6.42,   6.11,   4.42,   2.41,  10.00,   2.16,   9.27, -99.99,   7.55,   3.13,  10.53,   5.32,   3.73,   3.49,   4.98,   3.97,   6.53,   4.17,   2.05,   7.19,   9.78
194908,   3.01,   4.22, -99.99,   3.80,   2.82,   0.62,  -1.06,   3.88,   3.80,   2.26, -99.99,  14.14,  -1.84,   2.29,   3.43,   1.28,   1.94,   1.18,  -1.79, -99.99,   1.57,   0.65,   0.06,  -0.58,  -0.47, -99.99, -99.99,   1.26,   1.51,   4.65,   3.20,   0.95,   2.23,   4.72,  -1.02, -99.99,   0.49,   0.82,   0.01,   4.99,   0.05,   2.63,   0.75,  -2.27,   2.07,   0.81,   5.52,   3.55,  -0.91
194909,  -2.69,   2.19, -99.99,   5.67,   2.49,   3.15,   0.47,   4.56,   2.91,   3.32, -99.99,   3.36,   1.26,   4.64,   0.04,   2.21,   2.09,  10.85,   3.20, -99.99,   2.58,   2.62,   2.09,   4.69,   0.74, -99.99, -99.99,   1.39,   2.31,   2.98,   3.46,  -0.32,   6.30,   2.21,   3.76, -99.99,   5.54,   2.94,   3.19,   4.38,   2.18,   4.31,   1.78,   1.96,   2.78,   6.04,   3.19,   8.47,   4.94
194910,   4.60,   1.55, -99.99,   1.62,  -1.67,   2.73,   3.72,   2.14,   8.13,   3.99, -99.99,   4.08,   3.03,   4.11,   6.07,   0.29,   3.20,   1.88,   5.07, -99.99,   2.70,   2.60,   7.11,   4.09,   1.97, -99.99, -99.99,   3.72,  -0.65,   3.68,   0.92,   1.88,   3.96,   1.86,   7.88, -99.99,   6.61,   1.65,   7.94,   4.44,   0.48,   0.34,   0.47,   2.02,   4.36,   6.94,   6.61,   2.56,   0.85
194911,   2.60,   0.87, -99.99,   3.77,   1.02,  -0.13,  -0.69,  -6.31,   3.72,  -1.13, -99.99,   3.82,   3.86,   3.50,  -0.41,  -0.16,   2.14,  -2.64,   0.76, -99.99,  -1.93,   3.52,  -0.04,  -1.52,  -2.77, -99.99, -99.99,  -1.32,   2.62,  -4.60,   2.74,   1.65,  -0.01,  -0.62,  -0.10, -99.99,   3.29,   8.10,   0.47,   1.37,  -0.03,   0.25,   1.16,   1.73,   3.94,   0.78,   4.16,   1.81,   1.00
194912,   4.49,   5.23, -99.99,   4.35,   2.11,  15.84,   9.15,   5.77,   4.94,   3.67, -99.99,  14.69,   7.53,   5.33,  -1.46,   6.51,   6.29,  16.07,   5.40, -99.99,   4.75,   7.33,   8.30,   7.39,   4.33, -99.99, -99.99,   0.71,  -3.21,   0.63,   2.76,   0.09,   3.60,   5.77,  13.34, -99.99,   2.00,   2.56,   7.86,   8.07,   7.65,   3.94,   4.04,   4.00,   1.75,   9.07,   1.90,   7.04,   2.56
195001,   3.60,   0.91, -99.99,   2.54,  -1.15,   1.62,  -0.85,   2.80,   1.87,  -0.03, -99.99,   1.08,   0.84,   0.90,   9.90,   2.68,  -0.49,   5.55,   3.69, -99.99,   1.31,   5.40,   1.58,   5.03,   4.69, -99.99, -99.99,   4.19,   3.55,  -0.83,   3.26,   1.86,  -0.22,   2.59,   4.18, -99.99,  11.27,   0.26,   2.48,   3.42,   4.47,   0.23,   0.15,   1.44,   2.20,  -1.65,  -2.40,   2.02,   2.37
195002,   3.03,   1.10, -99.99,  -1.64,   0.39,   4.49,  -8.32,   0.89,   3.90,  -5.43, -99.99,   2.23,   1.33,   0.39,   4.27,  -5.08,   1.22,   1.04,   2.11, -99.99,  -0.12,   4.09,   2.01,   8.16,   0.54, -99.99, -99.99,  -1.61,  -3.36,  -1.51,   2.11,   0.64,  -3.12,  -3.71,   0.18, -99.99,   6.92,   2.79,   2.65,  -1.39,   1.12,   1.19,   1.65,   1.57,   4.79,   1.24,  -0.33,   2.27,   3.65
195003,  -1.88,  -0.36, -99.99,  -0.31,  -0.97,  -6.92,  -3.11,  -6.07,  -0.60,  -1.23, -99.99,  -0.03,  -3.63,   3.09,  -7.75,  -5.22,   0.46,  -1.45,  -1.96, -99.99,  -1.72,   3.26,   1.40,  -3.98,  -4.09, -99.99, -99.99,  -2.48,  -0.47,   4.72,  -0.13,   3.10,   2.59,  -2.58,   2.47, -99.99,  -1.57,  -4.95,  -2.74,   2.19,  -1.46,  -0.61,  -0.55,  -2.40,  -1.69,   0.57,  -6.89,  -0.01,   3.56
195004,   0.43,  -0.74, -99.99,   1.60,  -3.14,   0.53,   3.71,   3.26,   6.22,   1.28, -99.99,  -4.81,   6.74,   9.38,   6.09,   6.97,   4.13,   4.16,   7.57, -99.99,   2.52,   6.51,  10.32,  16.01,   1.99, -99.99, -99.99,   4.13,  -3.64,   3.17,   0.58,   2.37,  -1.59,   1.65,  -1.34, -99.99,  14.60,   3.35,   8.99,   7.36,   0.84,  -1.14,  -0.60,   6.20,  -1.01,  -9.29,   6.32,   4.06,  -1.57
195005,   6.88,   1.25, -99.99,  -0.80,  -0.18,   3.90,  -5.42,  -1.53,   4.84,   6.04, -99.99,  14.36,   2.11,   6.62,   0.15,   2.71,   3.89,  -1.41,   4.93, -99.99,   3.48,   0.11,   5.35,  -4.82,   2.62, -99.99, -99.99,   1.43,   6.97,   7.80,   1.35,   1.95,  15.08,   1.33,   1.31, -99.99,  -2.96,  -2.05,   3.05,   6.59,  -0.41,   4.59,   2.45,  -1.13,   2.61,  11.91,   2.56,   2.26,   3.76
195006,  -5.63,  -7.45, -99.99,  -2.17,  -4.73, -10.14,  -7.57,  -8.22,  -8.70,  -6.04, -99.99,  -8.84,  -3.88,  -6.90,  -9.78,  -5.34,  -9.07, -13.41,  -4.71, -99.99,  -6.45,  -8.58,  -4.15,  -3.92,  -8.61, -99.99, -99.99,  -6.53,  -8.36,  -4.69,  -8.21,  -5.64,  -8.85,  -6.89, -10.01, -99.99,  -6.16,  -7.73,  -4.66, -11.26,  -6.81,  -7.45,  -4.63,  -4.82, -11.49,  -5.54, -11.21,  -6.71,  -8.26
195007,  -6.85,  -2.08, -99.99,   5.13,  -2.25,  -4.14,   5.85,  -5.84,  -2.93,   5.61, -99.99,  -0.69,  -8.02,  -3.84,   2.18,  16.37,  -7.40,  -4.16,  12.13, -99.99,   4.73,  -1.64,  -1.13,  15.92,  19.97, -99.99, -99.99,   3.33,  19.82,   8.53,  -5.55,  -1.33,   4.68,  -3.91,  -6.86, -99.99,  -4.56,  -2.66,  -4.37,   0.75,  15.93,   2.59,  -1.35,  -0.68, -12.75,  -8.95,   0.60,   1.66, -10.24
195008,  18.32,   2.86, -99.99,   2.16,  -0.38,   3.82,   1.71,  11.78,  10.52,   3.07, -99.99,   1.24,   3.43,   6.44,   1.73,   2.12,   5.83,   7.19,   3.09, -99.99,   3.82,   3.61,   5.41,  -3.66,  -1.48, -99.99, -99.99,   6.99,   4.18,   3.19,   2.81,   2.53,   4.80,   5.12,   8.18, -99.99,   3.07,   5.97,   4.17,  10.09,  -0.61,  11.20,   3.24,   4.13,   6.00,   5.45,   7.37,   1.64,   4.33
195009,  -0.22,   3.49, -99.99,  10.13,   4.51,   7.13,  10.10,  20.01,   3.12,   5.26, -99.99,  10.25,   5.21,   3.98,   6.77,   3.88,   7.88,   6.09,   2.98, -99.99,   6.31,   3.79,   7.75,  -2.78,   1.67, -99.99, -99.99,   9.16,   2.34,   3.42,   3.90,  -1.90,   0.81,   8.49,   4.29, -99.99,   6.13,   6.57,  12.89,   5.60,   3.87,   5.15,   8.32,   6.38,   9.53,  10.33,   3.29,   4.44,   6.99
195010,  -0.33,  -0.79, -99.99,  -2.21,  -0.19,  -0.98,  -6.51,   0.17,  -1.56,  -0.48, -99.99,  -2.65,  -1.97,  -0.88,  -0.50,  -1.37,  -1.85,  -6.31,   3.98, -99.99,  -1.04,  -1.47,   0.34,  -0.13,   5.91, -99.99, -99.99,  -1.99,  -2.92,   0.26,  -1.14,   0.21,  -2.00,  -1.27,   0.03, -99.99,  -4.75,  -3.32,  -4.50,   0.25,  -1.11,  -4.56,   0.98,  -2.02,  -6.16,   3.78,   4.12,   1.00,  -0.17
195011,  -5.02,  -0.76, -99.99,   2.18,  -2.92,  -4.78,  -1.86,  -4.79,   0.62,   2.77, -99.99,  11.43,   2.54,   5.79,   6.60,   1.01,   2.24,  -3.51,   2.24, -99.99,   1.26,  -1.12,  -5.79,   7.18,  -1.95, -99.99, -99.99,   6.16,   2.96,   3.31,  -1.73,  -0.26,  -2.61,  -1.05,   1.06, -99.99,   6.10,  12.45,   6.76,   5.45,   2.73,   2.84,  -0.21,  -0.14,  -0.36,   2.13,   4.48,   4.24,  -2.42
195012,  -2.87,   1.37, -99.99,   6.01,  -1.60,   1.25,  -0.42,   2.45,   0.93,   5.26, -99.99,   9.02,   5.07,   5.62,   0.46,  11.96,   1.72,   6.73,   7.16, -99.99,   8.88,   3.69,   1.91,  11.40,   8.36, -99.99, -99.99,   6.91,  13.27,   8.39,   3.06,   0.35,   0.93,   1.01,   2.38, -99.99,   2.11,  -0.51,   4.81,   5.86,  15.03,   3.50,   1.83,   3.68,  -5.45,   5.29,   4.88,  10.82,   1.25
195101,  14.16,   2.66, -99.99,   7.63,   3.35,  10.93,   4.13,   6.41,   7.00,   1.81, -99.99,   3.90,   2.72,   4.12,   6.77,   3.41,   7.84,  10.18,   8.47, -99.99,   5.95,  10.36,   8.97,   1.91,   5.18, -99.99, -99.99,   6.13,   3.77,   6.12,   4.60,   1.88,   2.78,   8.82,   7.21, -99.99,   4.70,  -2.21,   8.09,   4.93,   8.01,   4.61,   3.28,   6.11,   4.74,  -8.11,  13.89,   4.45,  10.84
195102,   2.60,   1.21, -99.99,  -3.55,  -1.86,  -0.74,   4.63,  -1.97,   1.26,   2.31, -99.99,  -5.48,   2.16,   2.15,   3.41,   1.87,   2.67,   9.79,  -3.41, -99.99,   1.39,   1.03,   1.25,   2.51,  -1.36, -99.99, -99.99,  -0.61,   0.06,   0.18,   2.57,   4.09,   0.26,   0.10,  -1.24, -99.99,   6.25,   0.13,   2.55,   0.86,  -2.80,  -1.59,   2.70,   1.89,   5.57,   2.86,  -3.13,  -1.00,  -0.63
195103,  -1.86,  -1.98, -99.99,  -5.04,  -1.88,  -2.95,  -7.34,  -3.61,  -3.33,  -5.53, -99.99,  -3.05,   2.06,  -2.01,  -2.96,  -9.69,   0.14,  -7.73,  -5.56, -99.99,  -5.12,  -1.23,   0.71,  -9.13,  -7.09, -99.99, -99.99,  -4.53,  -7.33,  -2.41,  -1.96,  -2.50,  -2.57,  -4.10,  -2.09, -99.99,  -1.49,  -3.41,  -3.39,  -2.08,  -4.32,   0.03,  -2.56,  -3.89,  -0.02,   1.85,  -3.49,  -2.82,   0.27
195104,   1.12,  -0.07, -99.99,   3.85,  -0.59,   3.47,   1.26,   1.89,   0.36,   0.91, -99.99,   5.88,  10.83,   8.26,   4.65,   1.86,   3.62,   2.76,   6.55, -99.99,   4.37,   2.64,   4.28,   5.09,   5.65, -99.99, -99.99,   6.08,  -2.73,  10.98,  -0.17,   0.85,  -0.27,   2.40,   2.94, -99.99,   8.24,   3.46,   5.49,   8.87,   3.38,  -0.51,   0.17,  -1.82,   0.96,   0.48,  -1.37,   8.09,   2.57
195105,   0.16,  -1.94, -99.99,  -0.32,  -3.20,  -2.74,  -5.08,  -7.67,  -2.50,  -2.72, -99.99,  -0.45,   1.48,  -0.97,  -1.87,  -1.41,  -4.83,  -2.76,  -4.98, -99.99,  -3.06,  -3.71,  -6.62,  -4.12,  -2.58, -99.99, -99.99,  -3.96,  -1.74,  -4.07,  -0.49,  -0.44,   0.80,  -4.57,  -0.49, -99.99,  -4.63,  -3.66,  -1.56,  -3.75,  -4.66,   6.88,  -2.33,  -6.24,  -0.59,  -1.14,  -0.33,  -3.65,  -2.00
195106,  -5.02,  -3.83, -99.99,  -2.87,  -3.96,  -5.32,  -1.16,  -7.89,  -8.61,  -3.25, -99.99,   0.79,   0.51,  -0.90,  -0.65,  -5.71,  -2.66,  -7.74,  -8.54, -99.99,  -5.56,  -2.54,  -6.83,  -9.61,  -9.09, -99.99, -99.99,  -5.00,  -0.93,   1.01,  -1.09,  -1.62,  -4.38,  -0.57,  -2.64, -99.99,   4.64,  -3.14,   2.82,  -2.35,  -8.14,  -7.40,  -2.75,  -5.16,  -1.71,   1.55,  -0.61,  -2.02,  -2.15
195107,   2.43,   2.99, -99.99,   4.20,   3.07,   4.04,   7.61,   2.31,   6.58,   0.79, -99.99,   8.36,  14.95,   8.11,   7.76,   2.08,   7.23,   3.65,   9.68, -99.99,   6.21,   4.99,   4.29,  10.48,   8.47, -99.99, -99.99,   6.79,   5.01,  11.42,   4.97,   2.80,   0.01,   1.02,   7.25, -99.99,   5.08,   6.47,   0.70,   6.85,   8.20,  10.08,   2.21,   3.23,   7.09,   2.15,  -0.56,   6.62,   3.87
195108,   6.71,   2.38, -99.99,   2.49,   2.30,   3.03,   6.29,   4.05,   2.21,   2.62, -99.99,   4.45,  -2.49,   1.73,   4.63,   3.32,   4.41,   0.94,   8.39, -99.99,   4.15,   6.94,   5.39,   4.10,   0.85, -99.99, -99.99,   8.77,   6.94,   4.51,   1.55,   2.63,   0.49,   2.90,   3.78, -99.99,   0.36,   2.69,   4.76,   2.75,   0.73,   2.95,   1.92,   4.30,   2.67,   1.76,   3.49,   5.82,   0.49
195109,  -7.96,  -0.41, -99.99,   3.39,  -0.02,   5.70,   8.15,  -3.25,   0.22,  -3.02, -99.99,  -3.02,  -1.91,  -1.49,   1.44,  -2.68,   0.29,   9.39,   1.03, -99.99,   1.13,   2.72,   2.32,   4.38,   2.26, -99.99, -99.99,   5.77,   4.49,  -0.93,   0.84,  -1.43,  -0.54,  -0.53,  -0.98, -99.99,  -1.67,   9.69,   7.91,  -1.96,   3.42,  16.86,   2.27,  -0.45,  -0.39,   3.20,  -3.54,   0.35,  -0.33
195110,  -7.53,  -3.13, -99.99,  -4.47,  -2.36,  -2.58,  -3.69,  -1.41,  -3.47,  -0.91, -99.99,  -9.96,  -5.66,  -7.74,  -2.98,  -3.99,  -2.17,  -1.06,  -1.56, -99.99,  -2.82,  -6.64,  -2.09,  -1.82,  -1.39, -99.99, -99.99,  -5.15,  -1.75,   1.03,   0.27,  -1.08,   0.93,   0.17,  -4.06, -99.99,  -6.21,  -9.33,  -3.81,  -3.63,  -4.40, -10.31,  -2.86,   0.25,   0.98,  -5.98,   3.72,  -3.19,  -8.75
195111,  -0.39,  -1.04, -99.99,  -1.86,  -1.26,   0.05,  -0.83,   0.75,  -0.94,  -1.21, -99.99,  -5.65,  -0.47,  -0.49,   3.38,   0.05,  -1.88,  -4.42,  -0.65, -99.99,   1.02,   1.52,  -0.21,  -3.91,  -2.40, -99.99, -99.99,   0.42,   3.04,  -2.20,   1.17,   0.30,   0.00,   2.05,  -0.31, -99.99,   0.05,   8.85,   1.74,   0.63,   1.13,   0.37,   0.44,   0.84,   4.54,  -4.83,   4.24,   4.26,   0.54
195112,   4.30,   1.33, -99.99,   2.37,   0.60,  -0.94,  -3.89,  -2.49,   1.94,   0.74, -99.99,   1.21,   5.19,   7.92,   0.34,   0.83,   2.39,   3.44,   0.15, -99.99,   2.68,   3.89,   3.28,   0.76,  -0.27, -99.99, -99.99,  -2.05,  -1.70,   4.69,   2.75,  -0.41,  -0.71,  -2.57,   5.70, -99.99,   8.74,   1.62,   5.42,   2.78,   0.97,  -0.84,  -0.75,   0.47,   2.13,   7.92,  -1.88,   7.32,   3.92
195201,  -0.99,   0.84, -99.99,  -4.49,   5.21,   4.69,  -0.78,   0.84,  -0.07,   0.64, -99.99,   1.24,   0.39,  -3.50,   0.80,  -5.42,   0.02,   2.97,   3.03, -99.99,   0.40,  -1.11,  -1.37,   4.34,   1.40, -99.99, -99.99,   4.78,   4.57,   6.54,   2.60,   0.18,   6.82,  -1.73,  -2.87, -99.99,  -6.22,  -1.29,  -4.60,   0.93,   3.50,  -0.19,  -0.95,   2.03,  -0.44,   2.69,   2.45,   5.26,   2.12
195202,  -5.52,  -1.23, -99.99,  -4.02,  -4.13,  -1.23,  -0.32,   0.76,  -0.65,  -4.25, -99.99, -10.66,  -3.92,  -3.95,  -6.21,  -4.27,  -2.62,   2.90,  -7.33, -99.99,  -3.06,  -4.19,  -1.86,  -5.16,  -3.33, -99.99, -99.99,  -6.03,   0.37,  -4.38,   0.26,  -0.64,  -4.54,  -3.92,  -4.19, -99.99,  -2.50,  -0.76,  -4.85,  -3.07,  -2.33,  -3.62,  -4.49,  -0.57,   2.47,  -4.59,  -0.62,  -1.21,  -6.90
195203,   3.33,   0.46, -99.99,  -0.66,   1.59,  -1.30,  -0.43,   1.59,   2.01,   2.27, -99.99,   2.36,  -0.11,   3.16,   2.97,   3.65,   2.89,   3.19,   1.54, -99.99,   2.55,   6.89,   8.67,   0.43,   1.61, -99.99, -99.99,   1.80,  -0.26,   8.75,   1.75,  -0.18,  -2.20,   2.80,   1.25, -99.99,   3.93,  -1.56,   1.49,   2.23,   7.69,  -1.07,   2.37,   4.66,   2.99,   2.83,   5.75,   2.46,   3.42
195204,  -2.64,  -2.13, -99.99,  -9.83,  -3.83,  -5.04,  -6.00,  -0.28,  -6.11,  -3.45, -99.99,  -8.69,  -5.35,  -7.44,  -5.10,  -5.41,  -4.17,  -1.11,  -7.98, -99.99,  -4.84,  -4.00,  -3.92,  -6.92,  -0.46, -99.99, -99.99,  -5.81,  -8.21,  -7.71,  -2.21,  -0.75,  -2.66,  -4.40,  -2.03, -99.99,  -4.98,  -2.89,  -9.80,  -5.77,  -3.60,  -6.79,  -1.86,  -2.05,   2.16,  -0.63,  -3.95,  -5.14,  -4.27
195205,   4.80,   1.46, -99.99,   0.94,  -1.62,   3.94,  -9.50,   3.36,  -0.73,   1.28, -99.99,   6.38,   1.65,   6.06,  -2.13,   4.41,   3.13,   0.67,   1.31, -99.99,   2.55,   2.74,   2.60,   6.65,   0.92, -99.99, -99.99,   1.28,   3.86,   2.49,   2.55,   1.01,  -0.71,   1.34,   3.20, -99.99,   3.49,   0.81,   0.26,   2.14,   3.60,   3.25,   1.96,   0.69,   1.31,   3.87,   2.88,   2.13,   0.58
195206,   0.38,   1.95, -99.99,   2.17,   3.42,   3.73,  -1.18,  -1.28,   2.05,   1.94, -99.99,   1.42,  -1.57,   3.81,   0.07,   5.35,   1.25,   6.59,   5.41, -99.99,   1.09,   5.82,   6.04,   6.61,   2.44, -99.99, -99.99,   4.00,   1.40,   5.42,   0.55,   0.62,  -1.16,   1.42,   5.97, -99.99,   7.12,   0.24,   3.80,   4.28,   4.81,   2.38,   2.75,   0.77,   2.05,   4.61,   4.20,   0.43,  -1.18
195207,  -3.16,   0.79, -99.99,   5.12,  -0.81,  -0.11,  -1.65,   3.29,   1.32,   2.91, -99.99,  -3.70,  -4.66,   1.11,   2.89,  -2.17,   1.12,   0.75,   3.29, -99.99,   3.51,   1.22,   2.33,   0.32,   1.03, -99.99, -99.99,   1.55,   0.35,  -1.12,   1.65,   0.25,  -3.42,   1.01,   0.40, -99.99,  -2.31,   3.82,   4.05,   3.36,   0.45,  -1.50,   2.01,  -0.84,   5.09,   0.02,   1.96,   1.04,   4.62
195208,   3.85,   0.44, -99.99,  -0.80,   0.34,   5.66,   4.91,  -3.07,  -0.09,  -2.17, -99.99,   2.80,  -1.45,  -2.16,   1.56,  -0.88,  -1.58,   1.87,  -3.65, -99.99,  -2.37,  -0.18,   0.15,   0.63,  -2.32, -99.99, -99.99,  -0.75,  -1.88,  -3.71,   1.42,   0.87,  -3.13,  -0.06,  -1.10, -99.99,   0.41,  -0.74,  -0.24,  -2.09,  -0.83,  -2.29,  -0.91,   3.17,  -1.39,  -0.39,  11.54,  -2.56,  -0.07
